Encaje,Nombre,Sexo,Edad,Edad (meses),Etapa,Nacimiento,Tamaño,Peso (kg),Raza,Tipo de raza,PPP,Provincia,Zona,Localidad,Protectora,Tipo de protectora,Estado,Urgente,Buena con niños,Esterilizada,Vacunada,Con chip,Duplicada,Origen,Alta,Última revisión,Ficha,Foto,Descripción,Id
72,P1729 – Cuqui,Hembra,2 años y 4 m,28,Joven,2024-04-22,Mediano,,Mestizo,Mestiza,No,Castellón,Provincia vecina,Castellón,Huellas Callejeras,,Disponible,No,,,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/p1729-cuqui/,https://kerubi.es/wp-content/uploads/2024/04/8e8a5304-b9d3-4d8a-abbc-895c5fefe9fc.jpeg,"Cuqui es una perrita muy lista y cariñosa, una preciosa mestiza, de tamaño mediano, en busca de un nuevo hogar de adopción. Fue recogida por una voluntaria, con la pata rota, la pobre ya no tenia fuerzas para seguir corriendo e iba arrastrándola. No tenía chip ni placa de identificación. Es una perra muy valiente, una luchadora que tuvo que pasar por muchos meses de rehabilitación. Lamentablemente, el tratamiento no consiguió salvarle la pierna y hubo que amputar. Actualmente ha conseguido recuperarse y, con sus tres patitas, es capaz de caminar perfectamente y ser completamente autónoma y feliz. Cuqui es una perra de energía media, cariñosa con las personas y muy lista, aprende muy rápido las órdenes básicas. Es sociable, se lleva bien con personas y con algunos perros (con gatos no testada). Por lo demás su estado físico ahora es bueno y su alimentación es normal, tiene chip y su desparasitación y vacunas están al día. Está pendiente de castración.",kerubi:p1729-cuqui
72,P1743 – Xena,Hembra,2 años y 4 m,28,Joven,2024-04-22,Mediano,,Mestizo,Mestiza,No,Castellón,Provincia vecina,Castellón,Huellas Callejeras,,Disponible,No,,Sí,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/p1743-xena/,https://kerubi.es/wp-content/uploads/2024/04/e8176361-8c03-4b49-8dbe-96725c4d22f1.jpeg,"Xena es un perrita adulta, de tamaño grande, de raza Braco alemán, cariñosa y obediente, que busca de una nueva familia adoptiva. Fue recogida por una pareja de Alcora y entregada a la policía, tenia chip y, en la búsqueda de su responsable legal, nos comunican que éste ha fallecido. Los guardianes de la casa del fallecido no podían evitar que se escapase, por lo que nos hacemos cargo de ella. Xena es una perra muy buena, cariñosa y obediente, de energía media, le gusta pasear y se lleva bien con personas y perros, aunque también necesita que éstos le dejen su espacio (no testada con gatos). Con pautas de educación canina se adaptará bien en su nuevo hogar. Por lo demás, su estado físico es bueno, su dieta es normal, está chipada, esterilizada, desparasitada y con las vacunas al día. Se busca familia adoptiva para Xena que le ofrezca una nueva oportunidad y el calor de un hogar definitivo. Busca en nuestras redes sociales el hashtag #UnHogarParaXenaHC para ver publicaciones de Xena. Si vives en la provincia de Castellón y quieres adoptar un Braco alemán o conoces gente que quiera adoptar a un perro, esa es Xena, contacta con nosotros por whatsapp al 643757900 Enviar whatsapp Y si no puedes adoptar pero quieres apadrinar un perro adulto, apadrina / amadrina a Xena, haz clic y elige tu mejor opción de apadrinamiento. Apadrinar a Xena",kerubi:p1743-xena
72,P1774 – Lexi,Hembra,2 años y 4 m,28,Joven,2024-04-22,Mediano,,Mestizo,Mestiza,No,Castellón,Provincia vecina,Castellón,Huellas Callejeras,,Disponible,No,,Sí,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/p1774-lexi/,https://kerubi.es/wp-content/uploads/2024/04/40a2ccb2-9fe5-404a-a43f-6e2d7a036774.jpg,"Lexi es una perrita joven de color canela, cruce de podenco, una mamá de 8 cachorritos, valiente y cariñosa, en busca de una nueva familia. Apareció en Alcora, en la puerta de un maset, pidiendo agua y comida, no tenia chip y nadie la reclamó. Estaba preñada y tuvo 8 cachorros, de los cuales, en la actualidad, aún hay 7 disponibles para su adopción. Lexi es cariñosa, bastante independiente y tiene energía media/alta. Es sociable, se lleva bien con personas y perros, con gatos no ha sido testada. Pasea bien con correa y le gusta, con unas pautas básicas de educación canina se adaptará bien a una nueva casa, preferiblemente con terreno. Por lo demás, su estado físico es bueno, su dieta es normal, está chipada, esterilizada, desparasitada y con las vacunas al día.",kerubi:p1774-lexi
72,Reina,Hembra,2 años,24,Joven,2024-08-06,Mediano,,Mestizo,Mestiza,No,Valencia,Provincia vecina,Valencia,Salvando patitas,,Disponible,No,,,,,No,Kerubi,2026-08-07,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/reina-6/,https://kerubi.es/wp-content/uploads/2026/08/IMG_20260802_190111.jpg,"BUSCA ACOGIDA O ADOPCIÓN 🍀 🏡 Reina ha llegado a nosotras porque su tutor se iba del país, y además no tenía dinero para pagar el tratamiento de leishmania. Hemos visto que tiene la visión muy perjudicada debido a la enfermedad sin tratar. Así que, buscamos una ACOGIDA para ella, para que pueda recuperarse en una casa. Tiene dos añitos, sabe pasear, se porta bien en casa, y con las personas es un encanto. Además le gusta mucho el agua. Es muy muy cariñosa, y es activa. Aún le queda mucho por vivir, pero esperamos que no sea aquí y sea mejor en una casita. Que la pueda llevar de excursión y descansar fresquita o calentita en invierno ☃️ AYÚDANOS COMPARTIENDO, PORFA ❤️🍀 ___________________________ Acogida en la Comunidad Valenciana 📍 Adopción en cualquier sitio de España 📍 + Info 644260367 (solo WhatsApp)",kerubi:reina-6
72,Rita,Hembra,8 años y 3 m,99,Senior,,Mediano,20,Mestizo,Mestiza,No,Alicante,Alicante,"Alicante, España",Guiomar D.,Particular,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/TP8zMcg6U8,https://img.miwuki.com/AV2NG6X2,"Siempre hemos tenido perros y sabemos el bien que hacen a sus dueños. Rita es encantadora y está súper bien educada, pero no nos la podemos quedar en casa. Su dueño falleció hace unos meses de cáncer con 40 años y Rita merece ser feliz. ¿ Nos ayudáis a encontrarle una familia estable? Muchas gracias",miwuki:tp8zmcg6u8
72,Sheba,Hembra,7 años y 2 m,86,Adulta,,Mediano,,Mestizo,Mestiza,No,Alicante,Alicante,"Alicante, España",Mascotas de Zero,Protectora,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/SngVJJZCNR,https://img.miwuki.com/Jj4PT6I4,"Hemos encontrado este perro el día 30 de septiembre del 2021 en Almoradi, Alicante. Sheba es una perrita buena con la gente aunque algo tímida, puede ser que nunca haya tenido suficiente trato con la gente, o básicamente que no fuese el correcto... Le gustan las caricias y si le hablas despacio mueve la cola. Tiene una cara muy bonita. Comparte jaula con otro perro y se quieren mucho. Nunca se han peleado, ni por la comida ni por nada.",miwuki:sngvjjzcnr
72,Shiva,Hembra,12 años y 4 m,148,Senior,,Pequeño,6,Mestizo,Mestiza,No,Alicante,Alicante,"Alicante, España",Mi Pequeño Refugio,Protectora,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/3NbmUfAPSs,https://img.miwuki.com/Kr9jJ8W6,"Es muy noble, buena, cariñosa y agradecida. Ya se le han hecho analiticas, esta sana y se entregará chipada, vacunada y esterilizada. Con otros perros se lleva bien, de momento todo positivo cuando pasea por la calle. Shiva estaba maltratada y sentenciada, un muchacho la rescató. La tiene en acogida, pero el trabaja muchisimo y no puede atenderla cómo debería.",miwuki:3nbmufapss
72,Shiva,Hembra,9 años y 2 m,110,Senior,,Mediano,12,Mestizo,Mestiza,No,Alicante,Alicante,"Alicante, España",Rescate Animal Marina Alta,Protectora,Disponible,No,Sí,,,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/zcAyyQGsql,,"Shiva cachorra cruce de Rhodesian,de adulto sobre unos 20kg",miwuki:zcayyqgsql
72,Sila,Hembra,19 años y 9 m,237,Senior,,Mediano,15,Mestizo,Mestiza,No,Alicante,Alicante,"Alicante, España",Adopción de rescatados,Protectora,Disponible,No,Sí,Sí,,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/LaJL7BASbM,https://img.miwuki.com/FX0WU9D3,Rescatada de una muerte segura en Toledo. A pesar de su edad es una perrita muy activa.,miwuki:lajl7basbm
72,Skadi,Hembra,9 años y 2 m,110,Senior,,Mediano,12,Mestizo,Mestiza,No,Alicante,Alicante,"Alicante, España",Rescate Animal Marina Alta,Protectora,Disponible,No,Sí,,,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/4bm7cIVMUP,,,miwuki:4bm7civmup
72,Tina,Hembra,2 años y 5 m,29,Joven,,Mediano,19,Mestizo,Mestiza,No,Murcia,Provincia vecina,"Murcia, España",Cuatro Patas Jumilla,Protectora,Disponible,No,,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/AtaDU4eoHO,https://img.miwuki.com/Bk0Cy7Z2,"Carácter: Está muy asustada en el albergue, se queda quieta un rincón y le da miedo acercarse a las personas. Pero cuando sale del albergue y empieza a dar pequeños paseos está mucho más contenta activa. Parece que no hay tenido mucho trato con personas, ni ha paseado, antes de llegar al albergue.// Historia: Aviso de Policía Local, encontrada sola en la calle.",miwuki:atadu4eoho
72,Yira,Hembra,4 años y 3 m,51,Adulta,,Mediano,20,Perro Lobo Checoslovaco,De raza,No,Valencia,Provincia vecina,"Valencia, España",Manu P.,Particular,Disponible,No,Sí,,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/r2Ixde5u7U,https://img.miwuki.com/Fn0fl7p2,"Yira es una loba checa, del criador La Gretosa. Es una perra muy buena con niños y con adultos. No se relaciona bien con hembras, cosa habitual en las lobitas y se relaciona muy bien con machos. le gusta mucho pasear y es muy buena.",miwuki:r2ixde5u7u
71,Antica 4151,Hembra,4 años y 2 m,50,Adulta,2022-06-01,Mediano,,Mestizo,Mestiza,No,Alicante,Alicante,Alicante,Mascotas de Zero,,Disponible,No,,,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/antica-4151/,https://kerubi.es/wp-content/uploads/2025/04/WhatsApp-Image-2025-03-12-at-13.10.46.jpeg,"Es una perrita joven, encontrada muy muy delgada y por unos chicos jovenes que dieron el aviso.Se pone nerviosa con otros perretes, pero no es mala.. de momento esta sola en un recinto y no comparte hasta que veamos caracter.Es super cariñosa con gente y se sube para que la abraces, aunque no puedes tocarle la cola… se la persigue y «ataca», esterotipia que tiene adquirida; pero eso con ejercicio y una estabilidad puede ir a menos.No apta con gatos, ya que le llaman mucho la atencion y los quiere perseguir.",kerubi:antica-4151
71,Beily,Hembra,3 años y 6 m,42,Adulta,2023-02-06,Mediano,,Mestizo,Mestiza,No,Alicante,Alicante,Alicante,Mascotas de Zero,,Disponible,No,,,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/beily/,https://kerubi.es/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-29-at-08.39.24.jpeg,"Es una perrita muy buena , sociable con gente y con otros perros. Le encanta jugar y es muy cariñosa. Esta deseando tener un hogar donde ser feliz",kerubi:beily
71,Chop,Hembra,7 años,84,Adulta,2019-08-28,Mediano,,Mestizo,Mestiza,No,Alicante,Alicante,Alicante,Mascotas de Zero,,Disponible,No,,,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/chop/,https://kerubi.es/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-06-at-13.27.34-2.jpeg,"Es un amor de perra. Si lo que buscas es una compañera tranquila y cariñosa ella es ideal. Llegó aquí con su compañero, él ya ha tenido la suerte de encontrar un hogar, pero ella sigue esperando. Es compatible con otros perros, sabe pasear con correa y no tendría problema para convivir con niños.",kerubi:chop
71,Danae,Hembra,7 años,84,Adulta,2019-08-03,Mediano,,Mestizo,Mestiza,No,Alicante,Alicante,Alicante,Mascotas de Zero,,Disponible,No,,,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/danae/,https://kerubi.es/wp-content/uploads/2024/10/WhatsApp-Image-2024-10-10-at-08.20.01-4.jpeg,"Danae vino de una casa abandonada, junto a 4 cachorros.. ellos fueron adoptados, pero ella sigue aqui… Es una perra buena, obediente y cariños con la gente pero no apta con otros perros ni con gatos. No ha sido socializada y no sabemos que ha podido vivir en la casa abandonada donde estaba…ella no tiene culpa pero es la que lo paga. Una invisible mas por su condicion de conducta.. sabe pasear con correa y es muy tranquila .",kerubi:danae
71,Danae,Hembra,7 años,84,Adulta,,Mediano,,Mestizo,Mestiza,No,Alicante,Alicante,"Alicante, España",Mascotas de Zero,Protectora,Disponible,No,,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/2n1EExcr3T,https://img.miwuki.com/ps4Up6C4,"Danae vino de una casa abandonada, junto a 4 cachorros.. ellos fueron adoptados, pero ella sigue aqui... Es una perra buena, obediente y cariños con la gente pero no apta con otros perros ni con gatos. No ha sido socializada y no sabemos que ha podido vivir en la casa abandonada donde estaba...ella no tiene culpa pero es la que lo paga. Una invisible mas por su condicion de conducta.. sabe pasear con correa y es muy tranquila .",miwuki:2n1eexcr3t
71,Gitana,Hembra,6 años y 7 m,79,Adulta,2020-01-01,Mediano,21.2,,,No,Alicante,Alicante,Alicante,SPAP Villena,,Disponible,No,,,,,No,SPAP Villena,2026-08-03,2026-08-10,https://protectoravillena.com/animal/gitana/,https://protectoravillena.com/wp-content/uploads/Gitana-3.jpg,"Gitana llegó a la protectora el 27 de julio de 2026 y, desde entonces, nos ha demostrado que sigue siendo una perra con ganas de disfrutar de la vida. Es activa y sociable, siempre dispuesta a compartir tiempo con las personas y a apuntarse a un buen paseo. Sin embargo, los años también forman parte de su historia y se dejan notar: si toca echar una carrera, enseguida aparece el cansancio y prefiere bajar el ritmo. Gitana es una perra que merece encontrar una familia que valore tanto su energía como sus momentos de calma, respetando el ritmo que necesita en esta etapa de su vida. A cambio, tendrá a su lado una compañera con muchas ganas de seguir disfrutando de los pequeños momentos del día a día. Si crees que puedes ofrecerle el hogar que tanto merece, ven a conocer a Gitana. Quizá esté esperándote a ti.",villena:10094
71,Iluminada 3290,Hembra,6 años y 5 m,77,Adulta,2020-03-01,Mediano,,Mestizo,Mestiza,No,Alicante,Alicante,Alicante,Mascotas de Zero,,Disponible,No,,,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/iluminada-3290/,https://kerubi.es/wp-content/uploads/2025/02/WhatsApp-Image-2025-02-06-at-15.07.22-1.jpeg,"Iluminada fue encontrada junto a sus 8 cachorros en una finca donde se refugió para que sus bebés naciesen.Estaba asustada y tenía miedo a los movimientos bruscos, desconocemos su pasado pero sabemos que no ha sido del todo bueno.Es muy buena con la gente aunque sigue un poco insegura. En estar en una casa y tener muchos mimos mejorará sus miedos, aquí se pone muy contenta cada vez que nos ve llegar.Con otros perros es dominante, no sabemos si a la hora de comer o porque se pone nerviosa en la jaula, pero creemos que lo mejor es una familia que no tenga otros perros.Con la correa pasea regular porque tiene un poquito de miedo, pero con trabajo y esfuerzo esto cambiará.",kerubi:iluminada-3290
71,Kora,Hembra,4 años y 5 m,53,Adulta,,Pequeño,7,Mestizo,Mestiza,No,Alicante,Alicante,"Alicante, España",Francisco Javier R.,Particular,Disponible,No,,,,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/22T6a3mFTW,https://img.miwuki.com/Pp3CH6f0,"Es muy buena , pero es muy miedosa , es cariñosa , la cuide desde las tres semanas dándole biberón , es muy bonica",miwuki:22t6a3mftw
71,Lana 4374,Hembra,4 años y 5 m,53,Adulta,2022-03-01,Mediano,,Mestizo,Mestiza,No,Alicante,Alicante,Alicante,Mascotas de Zero,,Disponible,No,,,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/lana-4374/,https://kerubi.es/wp-content/uploads/2024/05/5d8a8d77-cf62-4b6f-8d87-7de9be66c62e.jpg,"Encontrada sola por la calle, es una perra que se muestra sociable con nosotros , aunque al llegar nos gruñia, pero suele pasar cuando llegan.Con otros perros se lleva bien aunque es un poco celosona y cuando nos arrimamos a su jaula les marca a los demas para que le dejen hueco y recibir ellas las caricias , y en los paseos tira de la correa, pero nada que no se solucione con paciencia y dedicacion.No testada con gatos.",kerubi:lana-4374
71,Maka,Hembra,16 meses,16,Joven,2025-04-01,Grande,33.5,,,No,Alicante,Alicante,Alicante,SPAP Villena,,Disponible,No,,,,,No,SPAP Villena,2026-08-03,2026-08-10,https://protectoravillena.com/animal/maka/,https://protectoravillena.com/wp-content/uploads/Maka-1.jpg,"Maka es una perra fuerte, activa y con mucha energía. Disfruta especialmente de los paseos, donde puede explorar y mantenerse en movimiento, algo importante para su bienestar diario. Es muy sociable con las personas, se muestra cercana y cómoda en el trato, y tiene buen comportamiento con niños, lo que la hace una compañera agradable en entornos familiares. Llegó a la protectora el 21 de febrero de 2026, y desde entonces ha demostrado ser una perra con ganas de actividad y contacto humano. Por su nivel de energía, encajará mejor con personas o familias que puedan ofrecerle ejercicio regular y tiempo de calidad fuera de casa. Maka es una perra con carácter activo y sociable, ideal para quienes buscan una compañera con la que compartir paseos y una rutina dinámica.",villena:9859
71,Nora,Hembra,4 años,48,Adulta,,Mediano,20,Mestizo,Mestiza,No,Alicante,Alicante,"Alicante, España",Maria T.,Particular,Disponible,No,,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-04,2026-08-10,https://petshelter.miwuki.com/c/rEFTNUo06F,https://img.miwuki.com/PF8PE5w4,"💛 Buscamos el hogar perfecto para Nora. Es una perra cariñosa, noble, obediente y muy sociable. Buscamos una familia que pueda pasar tiempo con ella y creemos que sería muy feliz en una casa con jardín o con otros animales, donde pueda disfrutar del aire libre y de mucho cariño. Si crees que puedes darle el hogar que merece, ponte en contacto con nosotros. ❤️",miwuki:reftnuo06f
71,Pastora,Hembra,5 años y 2 m,62,Adulta,2021-06-20,Mediano,24,,,No,Alicante,Alicante,Alicante,SPAP Villena,,Disponible,No,,,,,No,SPAP Villena,2026-08-03,2026-08-10,https://protectoravillena.com/animal/pastora/,https://protectoravillena.com/wp-content/uploads/Pastora-1.jpg,"Pastora llegó a la protectora el 16 de julio de 2026 y ahora espera encontrar una familia con la que comenzar una nueva etapa. Es una perra de buen carácter, sociable tanto con las personas como con otros perros. En los paseos se comporta bien, por lo que disfrutar de un rato juntos al aire libre resulta fácil y agradable. Sin embargo, es importante tener en cuenta que no es compatible con gatos, conejos u otros animales similares, por lo que su futuro hogar deberá adaptarse a esta necesidad. Si buscas una compañera equilibrada, sociable y con ganas de compartir su vida con una familia, Pastora está esperándote.",villena:10077
71,Pedroche,Hembra,18 meses,18,Joven,,Grande,20,Galgo Espanol,De raza,No,Murcia,Provincia vecina,"Murcia, España",Spandy,Protectora,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/RsH6RLCIkh,https://img.miwuki.com/qQ7NJ7g6,es una mix de galga muy cariñosa quiere estar todo el tiempo con gente es muy juguetona con otros perros,miwuki:rsh6rlcikh
71,Rita 4310 (*) (*),Hembra,4 años y 6 m,54,Adulta,2022-02-01,Mediano,,Mestizo,Mestiza,No,Alicante,Alicante,Alicante,Mascotas de Zero,,Disponible,No,,,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/rita-4310/,https://kerubi.es/wp-content/uploads/2024/05/666c0a68-e94b-4335-aba4-4917513e1d1d.jpg,"La peque llego con dos compis mas, dejados dentro de un parque canino solos llegan aqui con nosotros.Es una perrita timida al principio, cruce de border collie y pastor, es pequeñita, pero alegre , juguetona y traviesa.Nada mas verte te ladra para pedirte caricias y que la saques al parque con todos sus compis, con los que se lleva genial y se lo pasa bomba corriendo y jugando.Sabe pasear con la correa un poco, pero eso es algo que aprendera rapido, ya que es super lista e inteligente.Es activa, cariñosa y no testada con gatos.",kerubi:rita-4310
71,Sera,Hembra,3 años y 7 m,43,Adulta,2023-01-01,Mediano,20,,,No,Alicante,Alicante,Alicante,SPAP Villena,,Disponible,No,,,,,No,SPAP Villena,2026-08-03,2026-08-10,https://protectoravillena.com/animal/sera/,https://protectoravillena.com/wp-content/uploads/Sera-1.jpg,"Sera llegó a la protectora el 26 de septiembre de 2025. Desde entonces ha ido avanzando poco a poco, pero sigue siendo una perra desconfiada y huidiza. Aunque ha mejorado, todavía le queda camino por recorrer y necesita tiempo para seguir ganando seguridad. Buscamos para ella una familia con experiencia, paciente y comprometida, que entienda su ritmo y respete sus tiempos sin forzarla. No es una perra para cualquiera: requiere un entorno tranquilo y personas dispuestas a trabajar con ella desde la comprensión y la constancia. Sera no es un caso perdido, pero tampoco un “perro fácil”. Con la familia adecuada, puede seguir evolucionando, pero es importante que quien se interese por ella sea consciente del tipo de compañera que es y de lo que necesita.",villena:9877
70,Chocolatina,Hembra,8 años y 2 m,98,Senior,,Mini,3,Pomeranian,De raza,No,Murcia,Provincia vecina,"Murcia, España",Huellitas Doradas,Protectora,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/wgxlnFXbCP,https://img.miwuki.com/IK6rk3s2,"Rescatamos a Chocolatina de un criadero ilegal, ha pasado toda su vida en una jaula en una azotea al sol. Cuando llegó tenía mucho miedo, pero ahora es un amor de perrita, y buscamos la familia perfecta para ella. Debe ser un lugar tranquilo preferiblemente con jardín porque le asusta la correa. Tiene una cojera crónica debido a estar en jaula durante tantos años, requiere medicación que la toma una vez al mes , además de suplementos de condoprotectores y debe tener una alimentación de calidad. Es muy cariñosa, y muy buena, y se merece lo mejor después de tanto sufrimiento.",miwuki:wgxlnfxbcp
70,Dara,Hembra,7 años y 3 m,87,Adulta,,Mediano,29,Pastor Aleman,De raza,No,Castellón,Provincia vecina,"Castellón, España",Huellas Callejeras,Protectora,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/rP1PDQFicG,https://img.miwuki.com/vD8Ft4m8,"Dara y Lobo, son dos hermanos pastores alemanes, buscan adopción conjunta. Son cariñosos, juguetones y enérgicos, disfrutan de la compañía humana y los paseos largos. En 2025 llegaron a la asociación tras el ingreso hospitalario de su responsable. Dara está chipada, esterilizada y vacunada; solo tiene displasia de cadera tratada con condroprotectores y Librela. Necesita un hogar que le dé cariño y atención.",miwuki:rp1pdqficg
70,Kira,Hembra,9 años y 8 m,116,Senior,,Mini,5,Pinscher Miniatura,De raza,No,Valencia,Provincia vecina,"Valencia, España",Ana G.,Particular,Disponible,No,Sí,,Sí,Sí,No,Miwuki Pet Shelter,2026-08-05,2026-08-10,https://petshelter.miwuki.com/c/EXOJIMFHRR,https://img.miwuki.com/sK9Bg7v4,A causa de la dana por inundación de la casa que era particular con terraza ahora vivimos en una finca sin terraza ni balcón echa de menos su terraza no se acostumbra,miwuki:exojimfhrr
70,Lia,Hembra,23 meses,23,Joven,2024-09-20,Mediano,20.5,Pastor Belga Malinois,De raza,No,Madrid,Mitad este,*,ANAA — Asociación Nacional Amigos de los Animales,,Disponible,No,,Sí,,,No,ANAA — Asociación Nacional Amigos de los Animales,2026-08-03,2026-08-10,https://www.anaaweb.org/animales/43450,https://www.anaaweb.org/animals/image/43450?field=image_1920,"Adóptame Apadríname Comparte a LIA LIA Información Básica Especie Perro Raza Pastor Belga Malinois Sexo Hembra Tamaño Mediano Peso 20.5 kg Pelo Corto Color Marrón Fecha de nacimiento 20/09/2024 Esterilizado Sí Ver más animales Ayuda a LIA Formulario de Adopción ¡Gracias por elegir la adopción! Nuestro equipo le devolverá el mensaje tan pronto como sea posible. Mientras tanto, le invitamos a visitar nuestras redes sociales Redes sociales Otros Perro s en Adopción",anaa:anaaweb-org-lia
70,Mia,Hembra,11 años y 6 m,138,Senior,,Mediano,30,Dalmata,De raza,No,Castellón,Provincia vecina,"Castellón, España",Kevin T.,Particular,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/C7Cd6aV9jW,https://img.miwuki.com/Oy6Qv8w1,.,miwuki:c7cd6av9jw
70,Truffi,Hembra,8 años y 7 m,103,Senior,,Mediano,,Bull Terrier Miniatura,De raza,No,Valencia,Provincia vecina,"Valencia, España",Aitor G.,Particular,Disponible,No,Sí,,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/V6Hp1exqOO,https://img.miwuki.com/Oz8JN3p0,"La perra la tengo desde que nació con 3 meses de edad y siempre a estado con migo . Tiene todas las vacunas y ahora tiene lismania , lo detectamos hace unos meses con una analítica y la estamos tratando. Por lo demas esta bien.",miwuki:v6hp1exqoo
70,Tula,Hembra,8 años y 3 m,99,Senior,,Mediano,18,Braco,De raza,No,Castellón,Provincia vecina,"Castellón, España",Maria A.,Particular,Disponible,No,Sí,,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/8YeHRGwCkI,https://img.miwuki.com/kB6Bq8u1,"Braca Alemana adulta, con alta actividad diaria de camino por el monte. Apta para la caza de pluma.",miwuki:8yehrgwcki
69,Ada,Hembra,3 años y 3 m,39,Adulta,,Pequeño,8,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Maria Jose D.,Particular,Disponible,No,Sí,,Sí,Sí,Sí,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/k6laIErqJo,https://img.miwuki.com/te4rU8i1,"lo quieren dar en adopcion, por no poderle dedicar mas tiempo",miwuki:k6laierqjo
69,Alania,Hembra,3 años y 7 m,43,Adulta,,Mediano,,Mestizo,Mestiza,No,Murcia,Provincia vecina,"Murcia, España",Ayuda Animal Protectora Murcia,Protectora,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/UtxnzxC2f8,https://img.miwuki.com/Kb4nE1O9,"Estaba en la perrera y decidieron sacarla para darle acogida buscarle una familia definitiva. Es una perrita compatible con otros perros, gatos y niños. Es cariñosa y tranquila al pasear.",miwuki:utxnzxc2f8
69,Aldara,Hembra,3 años y 4 m,40,Adulta,,Pequeño,6,Mestizo,Mestiza,No,Murcia,Provincia vecina,"Murcia, España",Imelda T.,Particular,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/pJfBW36yGO,https://img.miwuki.com/Oe5rB8F7,,miwuki:pjfbw36ygo
69,Aura,Hembra,6 años y 2 m,74,Adulta,,Mediano,19,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Alejandro A.,Particular,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/p50wiD7IWp,https://img.miwuki.com/wq6ed8J3,"Hola! Soy Aura, peso 20 kilos y soy una perrita de 3 años muy simpática y divertida. Busco una familia que me adopte! Me gusta jugar y correr pero también me encanta estar en casa con la familia viendo una película y tapada con la mantita. Mis papis no pueden estar conmigo y necesito una casita en la que me den mucho amor y mimos. Estoy esterilizada y me llevo bien con perros, con gatos y niños. Soy una perra sumisa y he vivido siempre con otros 2 perros. Estoy adiestrada y amo viajar en coche! Espero conocerte pronto!!! 💜",miwuki:p50wid7iwp
